StudyHours, Attendance, PastScore, Internet, SleepHours, Passed
8,97,41,Yes,6,Yes
6,88,78,Yes,6,No
8,89,52,No,4,No
7,91,91,No,8,Yes
5,96,40,Yes,6,No
9,89,85,No,4,No
4,62,84,No,4,Yes
6,61,54,Yes,5,No
2,57,38,No,4,Yes
2,64,41,Yes,7,No
2,75,40,No,6,Yes
7,61,67,No,7,No
2,92,57,Yes,4,Yes
2,95,37,Yes,4,Yes
9,76,76,No,7,No
7,67,65,No,5,No
3,94,79,No,4,Yes
3,85,38,Yes,7,No
7,98,89,Yes,7,Yes
5,76,82,Yes,6,Yes
6,58,46,Yes,5,No
8,88,82,Yes,8,No
9,50,57,Yes,7,No
1,56,92,No,6,Yes
3,75,44,Yes,8,No
7,56,48,Yes,6,No
6,56,76,Yes,6,No
7,57,77,Yes,5,Yes
8,65,49,No,4,No
6,52,66,Yes,5,No
3,94,31,No,8,Yes
2,59,93,Yes,5,No
7,99,65,No,4,Yes
1,56,34,Yes,5,No
3,70,93,Yes,5,Yes
4,86,36,Yes,5,Yes
1,80,51,Yes,7,Yes
5,72,75,No,7,No
3,76,69,No,5,No
2,71,90,Yes,4,Yes
3,88,75,Yes,4,No
8,76,57,No,4,No
6,98,64,No,4,No
7,53,30,No,6,Yes
6,73,58,Yes,5,No
6,72,38,No,5,Yes
3,97,38,Yes,6,Yes
8,68,51,Yes,4,No
7,91,92,No,8,No
7,52,87,Yes,8,Yes
6,76,84,Yes,6,No
5,52,42,No,8,No
8,77,48,Yes,7,Yes
5,66,62,No,5,No
9,80,94,No,8,Yes
9,59,89,No,7,Yes
1,98,41,Yes,5,No
6,71,72,No,7,Yes
7,79,46,No,5,No
3,98,58,Yes,5,No
7,70,84,Yes,8,No
7,85,36,No,6,Yes
2,72,73,Yes,8,Yes
7,87,34,Yes,4,Yes
1,61,89,Yes,7,No
5,74,35,Yes,4,No
9,69,36,Yes,5,Yes
7,98,75,No,8,No
7,98,86,No,4,No
2,91,83,No,4,Yes
8,56,75,Yes,4,Yes
3,78,39,Yes,5,Yes
8,97,33,No,5,No
3,78,54,No,5,No
7,62,90,No,4,No
2,52,67,Yes,7,Yes
4,51,61,No,8,Yes
6,65,52,Yes,8,Yes
9,79,66,No,5,Yes
5,87,32,No,4,No
9,55,42,Yes,7,Yes
5,94,63,Yes,6,No
8,56,94,No,5,Yes
1,54,37,No,6,No
7,56,38,No,8,Yes
4,83,57,Yes,8,No
5,81,47,Yes,7,No
6,98,71,No,7,Yes
5,62,70,No,6,No
1,79,62,No,8,Yes
9,74,83,Yes,7,No
2,70,65,No,7,Yes
9,70,85,No,8,Yes
2,77,46,Yes,8,Yes
9,97,39,No,4,No
6,69,73,No,7,No
9,83,31,Yes,6,Yes
6,54,43,Yes,5,No
6,67,70,No,5,Yes
2,88,31,Yes,8,No
8,92,48,Yes,6,Yes
3,60,30,Yes,4,Yes
7,66,31,Yes,7,Yes
5,97,56,Yes,4,Yes
3,94,31,Yes,6,Yes
1,71,80,Yes,4,No
8,86,39,No,8,No
3,69,48,Yes,5,No
2,97,42,Yes,8,No
1,97,77,Yes,7,Yes
4,97,85,Yes,8,Yes
8,95,85,No,6,Yes
3,55,79,No,6,No
1,83,74,Yes,7,Yes
4,63,88,No,7,No
9,97,68,No,5,No
1,72,50,No,4,No
2,69,84,No,5,Yes
9,62,86,No,8,No
2,96,70,Yes,4,No
3,93,78,Yes,7,No
7,90,73,Yes,6,No
3,81,64,No,8,No
9,75,34,Yes,5,Yes
6,99,80,No,7,No
3,63,86,Yes,4,No
9,85,87,Yes,4,No
1,57,65,Yes,6,Yes
3,89,39,Yes,7,No
1,71,79,No,7,Yes
2,71,66,Yes,8,No
8,65,49,Yes,8,Yes
7,76,42,No,4,Yes
2,59,48,No,5,Yes
2,74,85,Yes,4,No
9,80,74,Yes,8,No
6,70,89,No,8,No
5,76,86,No,8,No
6,66,83,Yes,4,Yes
9,82,66,No,7,No
7,80,66,No,5,No
9,99,43,Yes,5,Yes
4,91,73,Yes,8,Yes
2,75,71,Yes,6,Yes
8,70,30,No,4,Yes
4,85,52,Yes,7,No
9,50,93,Yes,8,No
4,53,57,Yes,6,Yes
8,53,33,No,8,Yes
9,75,70,Yes,6,No
9,53,89,Yes,5,Yes
4,98,47,No,6,Yes
1,58,92,No,5,Yes
3,79,90,Yes,5,No
9,94,78,Yes,4,No
4,53,76,Yes,6,No
5,54,68,No,7,Yes
7,94,35,Yes,7,No
5,72,82,Yes,6,Yes
4,65,54,No,4,No
2,71,94,No,7,Yes
2,86,34,Yes,8,Yes
4,57,94,No,7,No
9,97,37,Yes,4,No
8,82,68,Yes,5,Yes
3,87,72,No,5,Yes
9,92,34,No,5,Yes
5,65,33,No,4,Yes
3,54,30,No,5,Yes
5,65,85,Yes,5,No
4,56,74,No,4,Yes
8,50,94,No,8,No
5,58,32,Yes,7,No
8,67,51,Yes,4,No
9,94,85,Yes,4,No
4,96,47,No,6,Yes
7,52,54,Yes,5,No
2,73,77,No,8,No
6,77,60,No,6,No
8,59,59,No,8,Yes
7,58,39,No,5,No
7,62,88,Yes,5,No
8,97,80,Yes,5,No
7,84,38,Yes,7,Yes
5,72,83,Yes,8,Yes
7,96,91,Yes,8,Yes
3,66,38,No,6,No
5,95,38,No,4,Yes
7,56,53,No,5,Yes
9,65,68,No,5,Yes
2,89,37,Yes,6,No
4,85,54,No,8,Yes
7,69,39,No,7,No
1,73,53,No,8,No
2,96,88,No,7,No
9,54,60,No,7,No
7,94,40,No,8,Yes
7,55,35,Yes,5,Yes
6,77,61,Yes,7,No
3,54,68,No,6,No
3,98,77,No,6,No
2,88,42,No,7,No
6,87,88,No,5,Yes
4,51,85,No,7,Yes
5,92,70,Yes,6,No
3,88,85,Yes,6,Yes
6,70,64,No,8,Yes
3,89,67,Yes,5,Yes
8,86,63,No,8,Yes
9,67,40,No,4,No
4,97,56,Yes,7,Yes
9,95,77,Yes,8,No
7,61,53,Yes,5,Yes
3,66,47,Yes,7,Yes
7,86,56,No,7,No
1,95,83,Yes,7,Yes
3,87,84,Yes,7,No
6,64,50,Yes,7,Yes
4,56,88,No,5,No
7,63,63,No,4,Yes
3,99,87,No,6,No
1,50,77,Yes,4,Yes
9,87,83,Yes,6,No
6,52,47,Yes,8,Yes
8,86,32,No,7,No
3,93,53,Yes,8,No
8,80,30,Yes,8,Yes
2,92,35,No,6,No
4,62,48,Yes,5,No
3,97,72,Yes,7,Yes
1,67,37,Yes,8,Yes
7,66,81,Yes,4,Yes
2,66,76,No,7,No
4,60,57,No,5,No
9,69,75,No,7,Yes
6,59,33,Yes,8,No
8,78,37,Yes,4,Yes
2,97,90,No,8,No
7,83,46,Yes,5,Yes
6,66,63,No,6,No
9,91,49,No,4,Yes
7,62,63,Yes,5,Yes
1,93,72,No,5,Yes
8,96,39,No,8,No
3,88,59,No,8,No
2,76,54,No,8,No
3,75,86,No,6,Yes
6,77,92,No,7,No
3,62,76,Yes,7,No
5,61,32,No,8,Yes
6,93,75,No,8,Yes
8,77,65,Yes,6,Yes
7,51,55,Yes,7,Yes
8,86,39,No,6,No
3,83,63,Yes,5,Yes
4,72,37,Yes,7,No
6,94,84,No,8,Yes
7,78,39,Yes,4,No
9,84,86,No,5,Yes
1,60,74,No,4,Yes
8,97,79,No,6,Yes
8,82,93,No,6,Yes
6,60,31,Yes,6,Yes
4,58,74,No,8,No
3,63,91,Yes,6,No
3,58,43,Yes,4,No
6,88,44,No,5,No
8,97,43,No,8,No
7,52,60,Yes,5,Yes
1,78,58,No,6,Yes
6,68,56,No,7,No
7,85,38,No,8,No
7,81,49,Yes,6,No
9,56,87,Yes,8,No
5,77,78,Yes,7,No
1,93,86,Yes,4,Yes
2,67,45,No,4,No
4,54,37,No,4,Yes
5,72,48,Yes,7,No
9,71,65,Yes,5,Yes
1,75,89,Yes,7,No
3,91,65,Yes,7,No
5,61,40,Yes,6,Yes
3,89,80,No,4,Yes
4,68,84,Yes,8,Yes
3,96,83,Yes,5,No
4,50,46,No,8,No
1,52,91,No,6,No
8,76,71,No,6,No
4,67,53,Yes,5,Yes
7,99,46,No,8,Yes
2,79,77,Yes,5,Yes
2,51,36,Yes,5,Yes
6,54,43,No,4,Yes
2,78,40,Yes,8,Yes
6,82,41,Yes,4,Yes
2,91,34,No,4,No
4,69,34,No,4,No
7,79,49,No,7,Yes
8,91,83,No,6,Yes
3,54,84,No,6,No
9,99,87,No,7,Yes
2,70,59,No,5,No
8,64,53,No,8,No
8,69,32,No,8,Yes
4,57,77,No,8,No
1,98,51,Yes,4,No
1,80,43,Yes,8,No
2,61,77,Yes,8,Yes
9,70,58,No,8,Yes
2,79,79,Yes,6,No
2,76,39,Yes,7,Yes
6,93,56,Yes,5,No
7,75,57,Yes,7,No
7,82,38,Yes,8,Yes
9,75,55,No,5,No
6,75,37,No,5,No
8,85,31,No,7,No
6,89,86,Yes,7,No
2,50,81,Yes,7,No
1,64,87,No,7,No
5,99,32,No,4,No
9,50,37,No,6,Yes
8,60,88,Yes,6,Yes
4,51,31,No,8,No
5,50,91,No,4,Yes
5,80,78,No,5,No
6,93,49,No,7,No
3,65,58,No,8,No
5,71,46,Yes,5,No
2,91,51,Yes,6,Yes
1,67,35,No,5,No
1,96,91,Yes,7,No
7,66,60,No,7,Yes
2,79,91,No,6,Yes
4,59,41,Yes,7,Yes
5,84,41,Yes,4,Yes
7,70,92,Yes,8,Yes
2,65,45,Yes,6,Yes
6,55,54,No,6,No
1,52,51,Yes,5,No
7,90,47,No,6,Yes
9,92,74,No,8,Yes
5,70,41,No,4,No
5,62,78,No,5,Yes
4,67,62,No,8,Yes
3,73,92,Yes,6,Yes
9,76,47,No,7,No
5,53,83,Yes,7,Yes
8,71,56,No,8,No
9,73,54,Yes,4,No
5,89,63,Yes,7,No
9,94,89,No,8,Yes
2,59,83,No,5,Yes
9,51,34,Yes,6,No
4,89,65,No,4,No
6,55,83,No,4,Yes
6,97,65,Yes,5,No
6,67,68,Yes,4,Yes
2,66,33,No,8,No
7,87,94,No,4,Yes
6,94,69,No,4,Yes
1,72,66,No,4,No
2,95,60,Yes,8,No
7,79,76,Yes,6,Yes
1,70,56,No,7,No
1,59,80,Yes,4,No
1,92,49,Yes,5,No
8,62,42,Yes,5,Yes
4,61,92,Yes,8,No
4,58,73,Yes,6,No
2,53,53,Yes,4,No
1,88,32,Yes,8,No
9,73,39,No,7,Yes
7,83,94,No,6,No
4,88,78,Yes,6,Yes
6,90,87,Yes,8,Yes
2,54,31,Yes,5,No
7,64,60,Yes,6,No
2,99,66,Yes,5,Yes
8,53,53,No,6,No
8,88,73,Yes,6,No
1,57,70,No,6,Yes
8,98,80,No,7,No
2,94,71,Yes,5,No
6,73,69,Yes,7,No
1,77,77,Yes,5,Yes
5,92,33,No,7,No
7,76,89,No,7,Yes
1,50,68,No,7,Yes
2,83,34,Yes,8,Yes
7,66,35,Yes,7,No
6,86,43,Yes,6,No
3,87,41,Yes,4,Yes
2,75,91,Yes,7,Yes
4,73,56,Yes,4,No
3,88,83,No,4,No
7,70,41,No,6,Yes
8,79,37,Yes,4,No
2,96,45,Yes,4,Yes
7,97,81,No,4,Yes
8,62,55,No,5,No
6,86,37,No,7,No
6,52,74,Yes,7,No
1,81,48,No,4,Yes
4,84,46,No,6,No
1,68,94,No,5,No
4,63,58,No,6,Yes
2,97,43,No,6,Yes
5,71,46,Yes,4,No
9,66,42,Yes,8,No
3,53,92,No,4,Yes
8,94,62,Yes,8,Yes
3,89,58,Yes,5,No
6,68,66,No,8,No
4,86,75,Yes,4,Yes
8,51,53,Yes,4,No
6,64,43,No,6,Yes
8,51,34,No,4,Yes
1,60,82,Yes,4,No
6,94,59,Yes,7,No
1,72,89,Yes,7,Yes
1,59,57,No,6,Yes
8,52,55,Yes,8,Yes
7,54,47,Yes,8,No
3,52,65,No,7,Yes
6,87,37,Yes,5,Yes
9,62,47,No,7,Yes
7,91,87,Yes,5,No
3,68,61,No,8,Yes
6,89,78,Yes,7,No
4,99,77,Yes,4,No
3,84,94,No,5,Yes
9,73,62,No,5,Yes
2,73,79,No,5,Yes
1,66,33,No,8,No
2,89,65,No,6,Yes
7,59,57,No,4,No
1,51,32,No,7,No
6,93,35,Yes,5,No
7,72,74,Yes,8,No
9,55,52,Yes,5,No
8,51,36,Yes,7,No
6,70,90,Yes,4,Yes
3,84,94,Yes,5,Yes
8,98,35,Yes,8,No
7,78,53,No,8,No
3,56,66,Yes,6,Yes
9,78,74,No,8,Yes
2,86,80,Yes,6,Yes
3,72,74,No,4,Yes
2,82,92,Yes,7,No
1,57,58,Yes,6,Yes
4,61,54,Yes,5,No
5,95,39,Yes,5,No
6,97,64,No,7,Yes
5,59,84,Yes,8,Yes
1,64,54,No,5,No
3,73,74,Yes,6,No
1,75,41,Yes,7,No
5,96,33,Yes,5,No
5,91,46,Yes,8,Yes
6,88,94,No,8,Yes
8,52,82,No,5,Yes
1,51,86,No,7,Yes
4,55,57,Yes,4,Yes
1,70,45,Yes,5,No
9,58,50,Yes,8,No
7,59,71,Yes,4,Yes
7,85,83,No,7,Yes
5,52,61,No,8,No
7,90,67,No,7,No
2,73,67,Yes,5,Yes
4,71,83,No,7,Yes
7,98,89,Yes,8,No
3,63,76,No,5,Yes
2,91,41,No,8,Yes
2,94,82,No,8,No
1,93,62,No,4,No
5,76,57,Yes,6,No
6,82,32,Yes,7,Yes
6,71,55,No,7,No
9,78,83,No,4,Yes
4,68,69,Yes,7,No
1,68,76,No,4,Yes
6,55,31,No,7,Yes
5,94,71,No,7,No
6,68,63,Yes,8,Yes
3,62,50,Yes,4,Yes
2,75,73,No,7,No
6,71,31,No,6,Yes
1,70,88,Yes,4,No
7,85,45,Yes,4,Yes
7,51,49,Yes,4,No
7,96,55,Yes,8,No
1,93,45,Yes,4,Yes
4,79,52,Yes,8,No
7,76,71,Yes,6,No
9,56,66,Yes,5,Yes
5,69,35,No,8,No
2,99,66,No,7,No
7,80,51,Yes,4,No
1,72,35,No,5,No
7,62,61,Yes,8,Yes
6,66,46,No,7,No
7,53,67,Yes,5,No
3,63,46,Yes,6,No
3,69,66,No,8,Yes
7,62,52,No,8,Yes
2,52,78,No,6,No
1,75,90,No,8,No
9,75,78,No,4,Yes
9,67,90,Yes,8,No
7,81,61,Yes,4,No
7,63,92,Yes,8,No
3,96,36,No,7,No
2,52,51,Yes,7,Yes
7,50,35,Yes,5,Yes
9,75,90,No,7,Yes
1,73,43,Yes,6,Yes
4,98,45,No,5,Yes
6,84,32,No,7,No
7,63,38,Yes,4,Yes
7,52,76,Yes,8,No
2,62,71,No,7,Yes
4,96,71,No,4,No
5,99,52,Yes,5,Yes
1,63,32,Yes,8,Yes
1,70,30,Yes,7,No
3,75,32,Yes,5,No
3,52,78,Yes,7,No
8,89,84,No,5,Yes
9,53,33,No,7,Yes
1,85,60,Yes,4,No
2,92,93,Yes,6,Yes
2,50,60,Yes,4,No
4,89,92,Yes,8,Yes
2,96,60,Yes,7,No
7,82,76,No,6,No
9,56,51,No,6,Yes
7,60,75,Yes,8,No
6,76,87,Yes,8,Yes
1,63,90,Yes,6,Yes
9,71,75,No,8,Yes
5,65,30,No,8,No
5,95,54,No,7,No
6,61,90,Yes,4,No
9,98,43,Yes,5,Yes
8,95,74,No,6,Yes
8,59,68,No,5,No
8,73,61,Yes,6,Yes
1,95,87,No,6,Yes
1,67,85,No,4,Yes
8,71,35,No,6,No
5,58,79,Yes,6,No
9,66,67,Yes,4,No
2,87,32,No,8,Yes
9,89,34,No,5,Yes
8,62,53,Yes,6,No
9,99,83,Yes,4,No
4,86,63,No,6,No
1,55,68,No,4,Yes
1,70,77,No,5,No
5,85,78,Yes,7,No
2,56,63,No,8,No
8,85,36,No,7,Yes
5,74,47,No,4,No
5,60,63,No,6,Yes
2,93,80,No,8,No
7,63,43,Yes,5,Yes
8,94,37,No,8,No
1,78,44,No,6,No
2,59,88,Yes,7,Yes
4,99,40,Yes,4,No
5,97,49,No,7,No
2,54,84,No,8,No
1,57,65,No,6,No
9,95,43,Yes,4,Yes
1,54,87,Yes,6,Yes
4,73,67,Yes,6,Yes
2,89,30,Yes,8,Yes
4,75,94,No,7,Yes
8,55,30,Yes,6,Yes
8,65,89,No,6,Yes
9,85,54,Yes,6,Yes
5,61,39,No,4,No
7,60,79,No,6,No
3,52,41,No,6,Yes
4,93,61,Yes,8,Yes
9,86,62,No,6,Yes
1,55,55,No,6,No
2,68,71,No,8,Yes
5,67,79,Yes,4,Yes
3,65,90,No,7,Yes
2,72,70,Yes,8,Yes
1,92,86,No,4,No
3,86,31,Yes,7,Yes
1,58,60,No,6,No
1,52,52,No,8,No
1,57,83,No,6,No
8,87,57,No,8,Yes
3,53,48,Yes,7,No
1,61,77,No,4,Yes
7,93,31,No,8,Yes
3,80,40,No,4,Yes
8,74,73,Yes,6,Yes
4,65,88,Yes,6,Yes
4,91,88,Yes,7,Yes
5,63,67,No,7,Yes
6,62,54,Yes,5,Yes
7,90,50,Yes,5,No
4,56,71,Yes,7,Yes
8,61,65,No,6,No
6,86,38,Yes,4,Yes
1,99,41,No,7,No
1,53,39,Yes,4,No
9,51,88,Yes,5,Yes
6,84,34,No,4,No
8,93,62,No,7,Yes
7,52,92,No,6,No
6,53,58,Yes,7,Yes
4,87,47,No,8,No
7,61,35,No,8,No
9,68,82,Yes,8,Yes
7,59,61,No,6,No
1,50,71,No,7,Yes
9,66,76,Yes,8,Yes
4,65,60,Yes,7,No
3,58,91,Yes,5,No
4,58,85,No,8,No
4,58,40,Yes,8,Yes
2,61,55,No,6,Yes
1,90,56,Yes,7,Yes
1,64,86,Yes,6,Yes
8,51,56,Yes,6,No
2,60,88,No,7,Yes
5,60,91,No,5,Yes
4,57,49,No,7,No
8,81,32,No,5,No
2,55,45,No,6,No
9,69,73,Yes,5,Yes
7,88,59,Yes,5,No
7,84,69,Yes,5,No
1,57,94,Yes,8,Yes
2,99,58,No,8,Yes
4,98,59,No,6,Yes
4,92,61,No,7,Yes
3,83,39,Yes,5,No
7,68,80,Yes,8,Yes
8,56,37,No,7,No
2,80,80,Yes,5,No
4,67,65,Yes,7,Yes
3,89,84,No,4,Yes
2,63,64,Yes,5,Yes
6,88,65,No,7,Yes
4,85,85,Yes,5,No
6,66,65,No,5,Yes
2,86,90,Yes,4,Yes
4,93,91,No,7,No
6,58,54,No,6,No
5,69,93,Yes,8,No
3,94,89,Yes,5,Yes
8,77,86,No,5,No
7,99,81,No,5,No
3,69,85,No,5,No
6,90,92,No,8,Yes
4,85,49,No,6,No
5,76,83,Yes,4,Yes
5,57,30,Yes,6,No
7,81,39,Yes,8,No
5,50,52,Yes,7,No
3,66,80,Yes,4,No
5,58,53,No,4,No
7,69,42,Yes,7,No
5,94,58,Yes,5,Yes
5,81,87,No,8,Yes
9,51,72,No,7,Yes
3,81,39,Yes,6,No
6,94,60,Yes,6,Yes
1,58,43,No,7,No
5,79,63,Yes,8,Yes
8,69,46,No,4,No
5,87,50,Yes,4,Yes
9,50,87,Yes,5,No
6,54,37,Yes,8,No
8,84,67,Yes,6,Yes
8,85,55,No,6,No
3,50,93,No,5,Yes
7,63,59,Yes,6,Yes
7,58,38,Yes,5,Yes
6,79,61,Yes,5,Yes
7,73,40,Yes,7,No
2,53,63,No,4,Yes
9,99,47,No,8,No
1,63,48,Yes,8,No
1,74,83,No,4,No
3,53,66,No,8,Yes
3,74,41,Yes,6,No
1,59,33,Yes,6,No
7,84,72,Yes,8,Yes
4,56,56,No,7,No
2,91,80,No,8,No
5,62,34,No,5,No
6,53,35,No,5,No
9,99,85,Yes,4,No
4,92,73,Yes,6,Yes
2,85,44,Yes,7,Yes
5,63,71,No,8,Yes
3,67,40,Yes,5,Yes
2,57,40,Yes,6,Yes
1,81,56,No,6,No
2,76,87,Yes,7,Yes
6,91,50,No,7,No
8,86,50,No,7,No
3,72,30,Yes,7,Yes
9,56,87,Yes,5,Yes
9,61,42,No,7,No
2,74,35,Yes,6,No
8,52,87,Yes,6,Yes
5,75,46,No,8,Yes
4,53,41,Yes,6,No
5,91,81,No,6,No
4,85,81,No,5,Yes
8,64,66,No,6,Yes
4,81,32,No,4,Yes
6,78,37,Yes,6,No
2,59,39,Yes,8,No
5,70,76,Yes,8,No
6,65,70,No,7,No
5,96,93,Yes,5,Yes
2,68,71,No,8,Yes
7,78,72,No,4,No
4,67,38,Yes,4,No
8,93,43,Yes,7,Yes
7,65,33,No,5,No
7,50,31,No,5,Yes
9,97,30,No,6,Yes
1,51,94,No,4,No
6,64,75,Yes,4,No
6,88,88,Yes,4,Yes
6,77,36,Yes,4,Yes
6,50,44,No,8,No
7,54,76,No,5,No
6,91,69,Yes,6,No
1,71,71,Yes,8,Yes
3,85,80,Yes,5,No
2,95,64,No,7,Yes
6,62,70,No,4,Yes
8,50,86,No,6,No
3,65,67,Yes,5,Yes
8,90,37,Yes,7,No
8,71,92,Yes,4,No
5,81,33,Yes,7,No
8,65,77,Yes,7,No
6,64,81,Yes,8,No
5,95,67,No,7,Yes
9,91,34,Yes,8,No
7,61,53,Yes,8,Yes
8,50,46,No,7,No
1,66,55,No,5,No
2,90,32,No,7,No
8,99,31,No,7,No
9,77,31,No,5,Yes
4,56,51,No,4,No
9,58,33,Yes,6,No
4,71,67,Yes,4,No
9,75,81,Yes,7,Yes
7,61,60,Yes,4,No
2,56,55,No,6,Yes
9,95,65,No,4,No
4,96,55,Yes,6,No
8,64,57,No,4,No
7,87,34,No,8,No
7,70,47,Yes,7,No
8,63,44,Yes,6,No
1,51,86,Yes,7,No
5,57,34,Yes,8,Yes
2,94,66,Yes,4,No
2,55,51,Yes,7,No
1,86,81,Yes,4,Yes
5,86,44,Yes,4,No
2,82,46,No,7,No
4,90,80,Yes,6,Yes
3,55,74,No,6,No
3,75,92,Yes,7,No
2,88,57,No,6,Yes
6,90,88,Yes,5,Yes
2,86,50,Yes,4,No
8,63,71,Yes,7,Yes
8,86,46,Yes,8,Yes
5,57,36,Yes,7,Yes
7,88,69,No,7,No
4,62,69,Yes,4,No
1,62,72,Yes,8,Yes
2,89,80,Yes,4,Yes
4,92,52,No,6,Yes
1,77,61,No,7,Yes
8,67,60,No,4,No
9,68,46,No,5,No
4,87,87,No,7,No
3,81,64,No,6,No
2,71,59,Yes,4,Yes
5,51,93,Yes,4,No
3,62,82,Yes,5,Yes
7,72,80,No,6,Yes
6,74,66,Yes,5,Yes
1,77,35,Yes,7,Yes
8,60,63,No,8,No
2,82,85,Yes,4,Yes
5,73,54,Yes,5,Yes
9,51,42,Yes,4,Yes
8,79,92,No,4,Yes
2,66,34,No,5,No
9,89,40,Yes,4,Yes
5,83,73,Yes,6,No
6,87,31,No,6,Yes
3,71,69,No,8,No
3,54,66,No,6,Yes
8,97,78,No,5,Yes
2,89,65,Yes,6,No
2,65,63,No,8,No
5,62,87,Yes,7,No
6,75,66,No,7,Yes
2,80,89,Yes,5,No
5,88,41,No,8,No
7,97,61,No,6,Yes
8,72,33,No,8,No
7,97,62,Yes,4,Yes
8,61,72,Yes,8,Yes
9,63,38,Yes,6,No
5,67,80,Yes,5,Yes
5,76,49,No,4,Yes
4,77,68,No,8,Yes
9,67,52,No,7,Yes
5,65,70,Yes,6,No
2,65,73,No,5,No
8,62,64,No,6,Yes
7,78,52,No,8,No
8,58,87,Yes,5,Yes
3,75,77,Yes,7,No
4,77,87,No,4,No
5,90,86,Yes,8,Yes
6,62,68,Yes,5,Yes
1,85,57,No,4,Yes
4,58,93,No,5,Yes
5,96,91,Yes,8,No
7,63,91,Yes,5,Yes
5,61,55,No,7,No
1,81,80,No,5,No
7,87,79,No,8,Yes
8,52,65,No,5,No
7,65,55,No,4,Yes
4,69,62,No,4,Yes
8,81,37,No,6,No
5,72,52,Yes,6,Yes
9,66,84,Yes,7,Yes
5,65,72,No,4,Yes
1,87,50,Yes,6,No
9,57,51,Yes,5,No
5,68,38,No,7,Yes
6,79,63,No,8,Yes
4,83,88,No,6,No
6,63,55,Yes,6,No
8,71,30,No,4,Yes
3,93,34,No,7,No
5,66,70,Yes,4,Yes
2,64,92,No,4,Yes
2,99,51,Yes,7,Yes
7,97,77,Yes,5,No
6,81,45,No,6,No
4,62,82,No,4,No
5,70,94,No,6,Yes
1,98,93,Yes,7,No
7,89,92,No,5,No
8,82,91,Yes,8,Yes
9,76,74,No,5,No
8,84,81,No,7,Yes
5,65,94,No,5,Yes
3,77,31,No,8,No
9,83,78,Yes,4,No
6,96,51,No,5,Yes
5,50,58,No,7,No
3,90,64,No,5,No
6,97,53,No,8,No
3,80,59,Yes,7,Yes
6,85,71,Yes,5,Yes
4,93,79,No,7,No
2,82,89,Yes,8,Yes
8,82,59,No,4,No
4,88,41,Yes,8,No
9,67,78,No,4,No
7,72,75,Yes,6,No
2,72,72,Yes,8,Yes
4,64,31,Yes,4,No
5,75,83,Yes,6,Yes
3,79,64,Yes,6,Yes
9,74,81,No,6,No
5,94,62,Yes,7,No
2,65,80,No,8,Yes
3,88,55,No,8,No
9,97,91,No,8,No
7,94,90,No,8,Yes
2,63,55,No,7,Yes
9,66,66,No,8,Yes
4,61,59,No,4,No
9,78,40,No,6,No
2,81,82,No,7,Yes
4,73,70,No,7,Yes
5,62,34,No,8,No
2,69,42,Yes,6,Yes
1,64,92,No,4,Yes
7,53,54,No,6,No
1,83,73,No,5,Yes
8,77,43,Yes,6,No
3,99,88,Yes,4,Yes
6,51,85,No,4,No
7,96,81,Yes,4,No
1,79,41,Yes,7,Yes
6,75,72,No,7,Yes
7,96,35,No,5,Yes
6,75,44,Yes,6,No
4,69,71,Yes,8,Yes
1,91,60,No,5,No
9,77,82,No,8,Yes
4,69,35,No,8,No
7,60,62,No,5,Yes
7,59,58,No,6,No
2,72,50,No,8,No
1,86,83,Yes,7,No
8,90,85,No,7,No
8,68,50,No,5,No
7,94,84,Yes,8,No
8,67,87,No,5,Yes
3,98,93,No,7,No
2,76,75,Yes,5,Yes
7,55,51,Yes,8,Yes
8,59,89,No,8,Yes
1,51,40,Yes,7,Yes
9,73,76,No,4,Yes
4,87,60,No,4,Yes
4,77,47,Yes,6,Yes
3,77,51,No,7,No
6,94,85,No,6,Yes
1,99,46,No,7,Yes
6,88,67,No,8,No
2,51,54,Yes,7,No
9,95,61,Yes,5,Yes
2,54,44,No,6,No
7,99,42,No,7,Yes
1,60,87,No,6,No
7,59,79,No,7,Yes
5,92,40,No,4,No
8,51,42,Yes,6,Yes
4,64,79,Yes,8,No
7,88,67,Yes,8,Yes
6,90,30,No,7,No
5,86,68,No,8,No
4,56,56,No,8,No
7,69,65,Yes,6,No
5,83,61,No,7,No
5,84,70,Yes,6,Yes
1,83,44,No,7,Yes
2,71,60,No,8,Yes
5,80,35,No,7,No
3,72,81,No,7,No
2,68,51,Yes,5,No
4,53,60,No,7,Yes
4,73,75,No,5,Yes
4,69,72,Yes,6,Yes
4,88,30,Yes,5,No
3,77,73,Yes,6,No
7,88,86,No,7,No
9,66,38,No,6,Yes
5,68,34,No,8,No
4,97,38,No,7,No
2,84,74,Yes,5,No
2,81,53,Yes,4,Yes
5,96,71,Yes,7,Yes
7,95,51,Yes,8,Yes
9,96,89,Yes,6,No
7,95,66,No,5,No
5,88,68,No,5,Yes
6,84,82,No,8,No
3,79,57,Yes,8,No
5,66,44,Yes,7,No
8,91,89,No,4,Yes
1,96,89,No,4,Yes
1,78,35,No,6,Yes
7,55,81,No,5,No
5,66,41,No,7,Yes
5,66,48,No,5,Yes
1,63,31,Yes,7,Yes
9,73,84,No,8,Yes
1,99,44,Yes,6,Yes
5,86,93,No,8,No
9,89,44,Yes,5,No
4,88,72,Yes,6,No
8,81,46,Yes,7,No
6,85,53,No,7,No
3,99,59,No,6,No
4,86,80,No,8,Yes
